p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
"[{u'Q': 36, u'action': u'__TERM_ACTION__', u'Qs': {u'1': -12, u'9': 12, u'13': -4, u'5': 36}, u'state': [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 36}]","[10419, 37091, 44324]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[None],[True],"[5, u'__TERM_ACTION__']","[5, 6, 8]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5], u'time': [3947]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10419, 26175, 6731]",35.99,257501,1.0,1.0,mouselab-mdp,,0
"[{u'Q': 36, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 20, u'9': 36, u'13': -4, u'5': -4}, u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', 4, -4, -4, u'__', 4], u'V': 36}]","[23524, 24869, 26012]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', 4], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, -4, u'__', 4], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', -4, -4, u'__', 4], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', 4, -4, -4, u'__', 4]]",,[None],[True],"[13, 16, 14, 9, 12, u'__TERM_ACTION__']","[9, 10, 12]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 16, 14, 9, 12], u'time': [4126, 7749, 11689, 14706, 20905]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[23524, 857, 652]",27.95,300068,2.0,12.0,mouselab-mdp,,0
"[{u'Q': 28, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 28, u'9': 36, u'13': -4, u'5': 20}, u'state': [0, 20, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 36}]","[9416, 10520, 11552]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 20, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 20, u'__', 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[None],[True],"[1, 4, 3, u'__TERM_ACTION__']","[1, 2, 3]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [1, 4, 3], u'time': [1866, 4732, 6918]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9416, 608, 541]",27.97,349261,3.0,2.0,mouselab-mdp,,0
"[{u'Q': -4, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 4, u'9': 20, u'13': -20, u'5': -4}, u'state': [0, u'__', u'__', u'__', u'__', 4, u'__', 12, u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12], u'V': 20}]","[15575, 16631, 18039]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', -12], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12], [0, u'__', u'__', u'__', u'__', 4, u'__', 12, u'__', u'__', u'__', u'__', u'__', 4, u'__', -12, -12]]",,[None],[True],"[13, 16, 15, 5, 7, u'__TERM_ACTION__']","[5, 6, 7]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 16, 15, 5, 7], u'time': [1902, 3718, 6876, 10711, 13258]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15575, 563, 922]",-4.05,391845,4.0,8.0,mouselab-mdp,,0
"[{u'Q': 28, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 4, u'9': 28, u'13': 4, u'5': -36}, u'state': [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', 20, u'__', u'__', u'__', u'__'], u'V': 28}]","[5583, 6479, 7311]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', 20, u'__', u'__', u'__', u'__']]",,[None],[True],"[9, 12, u'__TERM_ACTION__']","[9, 10, 12]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 12], u'time': [1948, 3666]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5583, 395, 346]",27.98,433117,5.0,10.0,mouselab-mdp,,0
"[{u'Q': 20, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 20, u'9': 28, u'13': 12, u'5': 12}, u'state': [0, 12, u'__', u'__', 4, -4, u'__', 12, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 28}]","[22784, 23776, 24712]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', -4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', 4, -4, u'__', 12, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[None],[True],"[5, 8, 1, 4, 7, u'__TERM_ACTION__']","[1, 2, 4]",[True],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 8, 1, 4, 7], u'time': [1921, 5504, 9046, 12413, 18253]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[22784, 496, 434]",19.95,473900,6.0,6.0,mouselab-mdp,,0
"[{u'Q': 36, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 12, u'9': 36, u'13': 28, u'5': 4}, u'state': [0, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -20, 20, u'__', u'__', u'__', u'__'], u'V': 36}]","[21135, 22271, 23567]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -20, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -20, 20, u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', -20, 20, u'__', u'__', u'__', u'__']]",,[None],[True],"[9, 11, 12, 1, u'__TERM_ACTION__']","[9, 10, 12]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 11, 12, 1], u'time': [2815, 4871, 10528, 17188]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21135, 644, 809]",35.96,515037,7.0,15.0,mouselab-mdp,,0
"[{u'Q': 44, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 44, u'9': 12, u'13': -4, u'5': -20}, u'state': [0, 12, u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 44}]","[7079, 8054, 8911]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[None],[True],"[1, 4, u'__TERM_ACTION__']","[1, 2, 4]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [1, 4], u'time': [3246, 5125]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7079, 480, 356]",43.98,556549,8.0,13.0,mouselab-mdp,,0
"[{u'Q': 28, u'action': u'__TERM_ACTION__', u'Qs': {u'1': 20, u'9': 12, u'13': -4, u'5': 28}, u'state': [0, u'__', u'__', u'__', u'__', 12, u'__', -4, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], u'V': 28}]","[11862, 13117, 13973]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', -4, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[None],[True],"[5, 8, 7, u'__TERM_ACTION__']","[5, 6, 8]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 8, 7], u'time': [2465, 4226, 6942]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11861, 758, 365]",27.97,597701,9.0,14.0,mouselab-mdp,,0
"[{u'Q': 12, u'action': u'__TERM_ACTION__', u'Qs': {u'1': -4, u'9': 12, u'13': 12, u'5': -4}, u'state': [0, 4, -4, -12, -4, 4, -12, 4, -12, -4, 12, -12, 4, 4, 12, -4, -12], u'V': 12}]","[22960, 25432, 63809]","[u'3', u'3', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -12, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, -12, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -12, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, -4, u'__', u'__', 4, -12, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, -4, u'__', -4, 4, -12, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__'], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, 4, u'__', u'__', u'__', u'__'], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, 4, u'__', u'__', u'__', -12], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, 4, u'__', u'__', -4, -12], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, 4, 4, u'__', -4, -12], [0, 4, -4, -12, -4, 4, -12, 4, -12, u'__', u'__', -12, 4, 4, 12, -4, -12], [0, 4, -4, -12, -4, 4, -12, 4, -12, -4, u'__', -12, 4, 4, 12, -4, -12], [0, 4, -4, -12, -4, 4, -12, 4, -12, -4, 12, -12, 4, 4, 12, -4, -12]]",,[None],[True],"[5, 7, 6, 8, 1, 2, 4, 3, 11, 12, 16, 15, 13, 14, 9, 10, u'__TERM_ACTION__']","[13, 14, 15]",[False],[False],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 7, 6, 8, 1, 2, 4, 3, 11, 12, 16, 15, 13, 14, 9, 10], u'time': [1965, 2970, 4107, 5292, 6433, 7165, 7742, 8960, 9941, 10619, 11584, 12176, 12851, 13506, 14176, 14788]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[22960, 1972, 37885]",11.84,665852,10.0,11.0,mouselab-mdp,,0
