,pid,info_cost,PR_type,message,trial_index,trial_id,delays,score,n_click,clicks,click_times,path,action_times
0,0,0.01,none,none,1,1.0,[None],35.99,1,[5],[3947],"[1, 6, 8]","[10419, 37091, 44324]"
1,0,0.01,none,none,2,12.0,[None],27.95,5,"[13, 16, 14, 9, 12]","[4126, 7749, 11689, 14706, 20905]","[1, 10, 12]","[23524, 24869, 26012]"
2,0,0.01,none,none,3,2.0,[None],27.97,3,"[1, 4, 3]","[1866, 4732, 6918]","[1, 2, 3]","[9416, 10520, 11552]"
3,0,0.01,none,none,4,8.0,[None],-4.05,5,"[13, 16, 15, 5, 7]","[1902, 3718, 6876, 10711, 13258]","[1, 6, 7]","[15575, 16631, 18039]"
4,0,0.01,none,none,5,10.0,[None],27.98,2,"[9, 12]","[1948, 3666]","[1, 10, 12]","[5583, 6479, 7311]"
5,0,0.01,none,none,6,6.0,[None],19.95,5,"[5, 8, 1, 4, 7]","[1921, 5504, 9046, 12413, 18253]","[1, 2, 4]","[22784, 23776, 24712]"
6,0,0.01,none,none,7,15.0,[None],35.96,4,"[9, 11, 12, 1]","[2815, 4871, 10528, 17188]","[1, 10, 12]","[21135, 22271, 23567]"
7,0,0.01,none,none,8,13.0,[None],43.98,2,"[1, 4]","[3246, 5125]","[1, 2, 4]","[7079, 8054, 8911]"
8,0,0.01,none,none,9,14.0,[None],27.97,3,"[5, 8, 7]","[2465, 4226, 6942]","[1, 6, 8]","[11862, 13117, 13973]"
9,0,0.01,none,none,10,11.0,[None],11.84,16,"[5, 7, 6, 8, 1, 2, 4, 3, 11, 12, 16, 15, 13, 14, 9, 10]","[1965, 2970, 4107, 5292, 6433, 7165, 7742, 8960, 9941, 10619, 11584, 12176, 12851, 13506, 14176, 14788]","[1, 14, 15]","[22960, 25432, 63809]"
10,0,0.01,none,none,11,5.0,[],19.94,6,"[5, 7, 13, 1, 4, 3]","[3557, 4670, 6953, 8727, 9960, 11408]","[1, 2, 3]","[12752, 13608, 14312]"
11,0,0.01,none,none,12,0.0,[],3.92,8,"[9, 5, 1, 13, 12, 11, 4, 3]","[1670, 4082, 5901, 7384, 9831, 11052, 13016, 13827]","[1, 10, 12]","[15870, 16725, 17517]"
12,0,0.01,none,none,13,3.0,[],-4.06,6,"[5, 8, 7, 9, 11, 12]","[1033, 2428, 4470, 6694, 8143, 12413]","[1, 10, 11]","[13703, 14551, 15583]"
13,0,0.01,none,none,14,4.0,[],11.97,3,"[1, 13, 16]","[1277, 3062, 5521]","[1, 14, 16]","[7808, 8600, 9489]"
14,0,0.01,none,none,15,7.0,[],19.98,2,"[13, 15]","[2300, 3772]","[1, 14, 15]","[6782, 7550, 8317]"
15,0,0.01,none,none,16,9.0,[],-4.04,4,"[9, 12, 11, 1]","[3343, 4953, 7511, 10055]","[1, 10, 12]","[14053, 14917, 15605]"
16,1,0.01,none,none,1,1.0,[None],35.99,1,[5],[1320],"[1, 6, 8]","[3030, 14254, 21549]"
17,1,0.01,none,none,2,13.0,[None],43.96,4,"[13, 5, 1, 9]","[1065, 2518, 3225, 3825]","[1, 2, 4]","[5650, 8305, 9929]"
18,1,0.01,none,none,3,5.0,[None],27.84,16,"[13, 9, 1, 5, 7, 6, 8, 15, 14, 16, 11, 10, 12, 4, 2, 3]","[1100, 1721, 2282, 2738, 3258, 3667, 4075, 4718, 5181, 5586, 6434, 6826, 7201, 8182, 8553, 8951]","[1, 6, 8]","[14752, 15913, 16805]"
19,1,0.01,none,none,4,3.0,[None],-4.16,16,"[9, 13, 16, 14, 15, 1, 4, 2, 3, 8, 6, 5, 7, 10, 11, 12]","[1419, 1938, 2410, 2771, 3192, 3801, 4274, 4626, 4970, 5616, 6081, 6545, 7003, 7665, 8058, 8477]","[1, 10, 11]","[12592, 13326, 14078]"
20,1,0.01,none,none,5,0.0,[None],3.84,16,"[13, 9, 5, 1, 16, 14, 15, 10, 11, 12, 7, 6, 8, 3, 2, 4]","[786, 1283, 2207, 2721, 3351, 3847, 4223, 5038, 5448, 5871, 6919, 7855, 8296, 9047, 9695, 10174]","[1, 10, 12]","[17883, 18531, 19275]"
21,1,0.01,none,none,6,8.0,[None],19.84,16,"[5, 9, 13, 1, 10, 11, 12, 7, 6, 8, 14, 16, 15, 4, 2, 3]","[1847, 2431, 2942, 3413, 4677, 5105, 5512, 7377, 7806, 8222, 9405, 9780, 10293, 10979, 11343, 11697]","[1, 10, 11]","[16131, 16866, 17688]"
22,1,0.01,none,none,7,7.0,[None],27.84,16,"[5, 9, 13, 1, 16, 14, 15, 4, 2, 3, 8, 6, 7, 12, 10, 11]","[1140, 1668, 2216, 2750, 4403, 4811, 5259, 5931, 6310, 6667, 7486, 7987, 8419, 9187, 9634, 10114]","[1, 14, 16]","[16447, 17095, 17887]"
23,1,0.01,none,none,8,6.0,[None],27.84,16,"[9, 13, 1, 5, 2, 3, 4, 15, 14, 16, 11, 10, 12, 7, 6, 8]","[1358, 1917, 2351, 2764, 3949, 4316, 4783, 5324, 5686, 6047, 6967, 7904, 8263, 8947, 9419, 10171]","[1, 10, 12]","[20482, 21225, 22728]"
24,1,0.01,none,none,9,14.0,[None],27.84,16,"[9, 13, 1, 5, 10, 11, 12, 7, 6, 8, 3, 2, 4, 15, 14, 16]","[814, 1300, 1803, 2345, 3103, 3555, 3979, 4858, 5587, 6070, 7046, 7491, 7858, 9779, 10133, 10490]","[1, 6, 8]","[14778, 15375, 16040]"
25,1,0.01,none,none,10,11.0,[None],11.84,16,"[13, 9, 1, 5, 16, 14, 15, 4, 2, 3, 8, 6, 7, 11, 10, 12]","[948, 1561, 2019, 2476, 3372, 3745, 4149, 4993, 5380, 5739, 6421, 6755, 7067, 8051, 9236, 9788]","[1, 10, 12]","[14375, 15092, 15813]"
26,1,0.01,none,none,11,9.0,[],11.84,16,"[9, 13, 1, 5, 4, 2, 3, 7, 6, 8, 12, 10, 11, 16, 14, 15]","[2236, 2731, 3147, 3598, 4443, 4786, 5115, 6159, 6522, 6837, 7753, 8437, 8851, 9360, 9753, 10115]","[1, 14, 15]","[14017, 14855, 15687]"
27,1,0.01,none,none,12,10.0,[],27.84,16,"[9, 13, 1, 5, 11, 10, 12, 16, 14, 15, 4, 2, 3, 8, 6, 7]","[1077, 1524, 2115, 2562, 3443, 3763, 4075, 4780, 5181, 5651, 6280, 7480, 7799, 8376, 8735, 9107]","[1, 10, 12]","[12102, 12862, 14035]"
28,1,0.01,none,none,13,4.0,[],27.84,16,"[13, 9, 5, 1, 7, 6, 8, 16, 14, 15, 11, 10, 12, 4, 2, 3]","[937, 1504, 1971, 2456, 3180, 3504, 3796, 4532, 5052, 5493, 6201, 6523, 6835, 7543, 7866, 8211]","[1, 6, 7]","[16349, 17005, 17725]"
29,1,0.01,none,none,14,15.0,[],35.84,16,"[9, 13, 1, 5, 11, 10, 12, 7, 6, 8, 4, 2, 3, 15, 14, 16]","[1904, 2481, 2903, 3323, 4017, 4350, 4657, 5567, 5941, 6248, 6886, 7205, 7501, 8237, 8608, 8952]","[1, 10, 12]","[12892, 13675, 14362]"
30,1,0.01,none,none,15,2.0,[],35.84,16,"[9, 13, 1, 5, 4, 2, 3, 11, 10, 12, 16, 14, 15, 7, 6, 8]","[1132, 1694, 2192, 2661, 3558, 3887, 4195, 5092, 5871, 6215, 7118, 7459, 7819, 8430, 8739, 9030]","[1, 10, 12]","[10522, 11144, 12592]"
31,1,0.01,none,none,16,12.0,[],35.84,16,"[9, 13, 1, 5, 11, 10, 12, 16, 14, 15, 4, 2, 3, 8, 6, 7]","[775, 1433, 2037, 2480, 3139, 3472, 3789, 4643, 5148, 5505, 6278, 6567, 6853, 8664, 8996, 9358]","[1, 10, 11]","[12082, 12729, 13472]"
32,2,0.01,none,none,1,3.0,[None],-4.16,16,"[5, 13, 1, 9, 10, 11, 12, 2, 4, 3, 8, 6, 7, 14, 16, 15]","[8362, 12981, 13889, 14691, 16203, 17187, 18043, 22428, 22908, 23316, 23788, 24099, 24379, 25259, 25579, 25979]","[1, 10, 11]","[45956, 47490, 48610]"
33,2,0.01,none,none,2,11.0,[None],11.84,16,"[5, 6, 8, 7, 9, 12, 10, 11, 13, 14, 16, 15, 4, 2, 1, 3]","[1643, 3043, 3595, 4147, 6730, 7683, 8139, 8594, 10090, 10464, 10893, 11442, 12178, 12527, 12858, 13234]","[1, 10, 12]","[24315, 25498, 26473]"
34,2,0.01,none,none,3,6.0,[None],27.84,16,"[9, 10, 12, 11, 1, 5, 13, 14, 16, 15, 2, 4, 3, 6, 7, 8]","[1572, 2923, 3539, 4435, 5570, 6059, 7212, 7812, 8389, 8916, 9666, 10012, 10395, 11193, 11579, 12411]","[1, 10, 12]","[27468, 28587, 29627]"
35,2,0.01,none,none,4,13.0,[None],43.85,15,"[9, 5, 1, 13, 2, 4, 3, 15, 14, 16, 10, 12, 7, 6, 8]","[860, 1357, 1884, 2377, 3043, 3523, 4203, 8347, 8747, 9100, 10411, 11043, 11659, 12008, 12268]","[1, 2, 4]","[13747, 15330, 16402]"
36,2,0.01,none,none,5,4.0,[None],27.84,16,"[1, 5, 13, 9, 14, 15, 16, 6, 8, 7, 2, 4, 3, 10, 11, 12]","[5347, 6170, 6754, 7322, 8266, 8746, 9274, 10090, 10432, 10850, 11827, 12203, 12570, 13348, 13906, 14571]","[1, 6, 7]","[21715, 22594, 23426]"
37,2,0.01,none,none,6,8.0,[None],19.84,16,"[9, 1, 13, 5, 8, 7, 16, 15, 14, 11, 12, 4, 3, 2, 6, 10]","[3231, 3879, 4360, 5288, 5816, 6416, 10185, 10693, 11063, 12072, 12669, 15951, 16415, 17192, 18775, 21728]","[1, 10, 11]","[42353, 43105, 43792]"
