p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,79162,,79164,,,instructions,"[{""page_index"":0,""viewing_time"":27969},{""page_index"":1,""viewing_time"":36663},{""page_index"":2,""viewing_time"":14529}]",0
,,,,,,,,,,,,,,83289,,83290,,,instructions,"[{""page_index"":0,""viewing_time"":31922},{""page_index"":1,""viewing_time"":31247},{""page_index"":2,""viewing_time"":20120}]",1
,,,,,,,,,,,,,,92236,,92236,,,instructions,"[{""page_index"":0,""viewing_time"":29810},{""page_index"":1,""viewing_time"":46862},{""page_index"":2,""viewing_time"":15542}]",2
,,,,,,,,,,,,,,160605,,160606,,,instructions,"[{""page_index"":0,""viewing_time"":61587},{""page_index"":1,""viewing_time"":60981},{""page_index"":2,""viewing_time"":38036}]",3
,,,,,,,,,,,,,,139206,,139207,,,instructions,"[{""page_index"":0,""viewing_time"":69891},{""page_index"":1,""viewing_time"":47541},{""page_index"":2,""viewing_time"":21773}]",4
,,,,,,,,,,,,,,363483,,363485,,,instructions,"[{""page_index"":0,""viewing_time"":170864},{""page_index"":1,""viewing_time"":166385},{""page_index"":2,""viewing_time"":26232}]",5
,,,,,,,,,,,,,,23112,,23112,,,instructions,"[{""page_index"":0,""viewing_time"":6349},{""page_index"":1,""viewing_time"":6807},{""page_index"":2,""viewing_time"":9956}]",6
,,,,,,,,,,,,,,35531,,82128,,,instructions,"[{""page_index"":0,""viewing_time"":6716},{""page_index"":1,""viewing_time"":23925},{""page_index"":2,""viewing_time"":4889}]",6
,,,,,,,,,,,,,,204513,,204514,,,instructions,"[{""page_index"":0,""viewing_time"":95260},{""page_index"":1,""viewing_time"":73856},{""page_index"":2,""viewing_time"":35396}]",7
,,,,,,,,,,,,,,60648,,60649,,,instructions,"[{""page_index"":0,""viewing_time"":22499},{""page_index"":1,""viewing_time"":20810},{""page_index"":2,""viewing_time"":17339}]",8
,,,,,,,,,,,,,,45188,,137007,,,instructions,"[{""page_index"":0,""viewing_time"":20493},{""page_index"":1,""viewing_time"":17565},{""page_index"":2,""viewing_time"":7130}]",8
,,,,,,,,,,,,,,108906,,108907,,,instructions,"[{""page_index"":0,""viewing_time"":39487},{""page_index"":1,""viewing_time"":35377},{""page_index"":2,""viewing_time"":34041}]",9
,,,,,,,,,,,,,,114110,,114111,,,instructions,"[{""page_index"":0,""viewing_time"":48929},{""page_index"":1,""viewing_time"":37416},{""page_index"":2,""viewing_time"":27764}]",10
,,,,,,,,,,,,,,163463,,163464,,,instructions,"[{""page_index"":0,""viewing_time"":73335},{""page_index"":1,""viewing_time"":67599},{""page_index"":2,""viewing_time"":22528}]",11
,,,,,,,,,,,,,,152275,,152277,,,instructions,"[{""page_index"":0,""viewing_time"":55673},{""page_index"":1,""viewing_time"":64986},{""page_index"":2,""viewing_time"":31614}]",12
,,,,,,,,,,,,,,432321,,432322,,,instructions,"[{""page_index"":0,""viewing_time"":386723},{""page_index"":1,""viewing_time"":29091},{""page_index"":2,""viewing_time"":16506}]",13
,,,,,,,,,,,,,,135593,,135593,,,instructions,"[{""page_index"":0,""viewing_time"":52019},{""page_index"":1,""viewing_time"":62037},{""page_index"":2,""viewing_time"":21536}]",14
,,,,,,,,,,,,,,184497,,184498,,,instructions,"[{""page_index"":0,""viewing_time"":73875},{""page_index"":1,""viewing_time"":57904},{""page_index"":2,""viewing_time"":52717}]",15
,,,,,,,,,,,,,,64533,,64533,,,instructions,"[{""page_index"":0,""viewing_time"":27029},{""page_index"":1,""viewing_time"":22935},{""page_index"":2,""viewing_time"":14568}]",16
,,,,,,,,,,,,,,118518,,214844,,,instructions,"[{""page_index"":0,""viewing_time"":49077},{""page_index"":1,""viewing_time"":40144},{""page_index"":0,""viewing_time"":2944},{""page_index"":1,""viewing_time"":4368},{""page_index"":2,""viewing_time"":21985}]",16
,,,,,,,,,,,,,,212114,,212116,,,instructions,"[{""page_index"":0,""viewing_time"":54132},{""page_index"":1,""viewing_time"":116919},{""page_index"":2,""viewing_time"":41061}]",17
,,,,,,,,,,,,,,61743,,61744,,,instructions,"[{""page_index"":0,""viewing_time"":21858},{""page_index"":1,""viewing_time"":20082},{""page_index"":2,""viewing_time"":19800}]",18
,,,,,,,,,,,,,,21502,,107159,,,instructions,"[{""page_index"":0,""viewing_time"":16152},{""page_index"":1,""viewing_time"":3422},{""page_index"":2,""viewing_time"":1928}]",18
,,,,,,,,,,,,,,76086,,76086,,,instructions,"[{""page_index"":0,""viewing_time"":43978},{""page_index"":1,""viewing_time"":19991},{""page_index"":2,""viewing_time"":12117}]",19
,,,,,,,,,,,,,,329876,,329878,,,instructions,"[{""page_index"":0,""viewing_time"":161759},{""page_index"":1,""viewing_time"":118166},{""page_index"":2,""viewing_time"":49950}]",20
,,,,,,,,,,,,,,38755,,38755,,,instructions,"[{""page_index"":0,""viewing_time"":10780},{""page_index"":1,""viewing_time"":15460},{""page_index"":2,""viewing_time"":12514}]",21
,,,,,,,,,,,,,,81892,,81894,,,instructions,"[{""page_index"":0,""viewing_time"":40622},{""page_index"":1,""viewing_time"":25641},{""page_index"":2,""viewing_time"":15628}]",22
,,,,,,,,,,,,,,101079,,101081,,,instructions,"[{""page_index"":0,""viewing_time"":41405},{""page_index"":1,""viewing_time"":35892},{""page_index"":2,""viewing_time"":23781}]",23
,,,,,,,,,,,,,,94223,,94226,,,instructions,"[{""page_index"":0,""viewing_time"":38434},{""page_index"":1,""viewing_time"":33251},{""page_index"":2,""viewing_time"":22534}]",24
,,,,,,,,,,,,,,47134,,47136,,,instructions,"[{""page_index"":0,""viewing_time"":33206},{""page_index"":1,""viewing_time"":7959},{""page_index"":2,""viewing_time"":5969}]",25
,,,,,,,,,,,,,,23669,,90031,,,instructions,"[{""page_index"":0,""viewing_time"":6556},{""page_index"":1,""viewing_time"":7064},{""page_index"":2,""viewing_time"":10049}]",25
,,,,,,,,,,,,,,122330,,122332,,,instructions,"[{""page_index"":0,""viewing_time"":54559},{""page_index"":1,""viewing_time"":48027},{""page_index"":2,""viewing_time"":19744}]",26
,,,,,,,,,,,,,,55136,,55138,,,instructions,"[{""page_index"":0,""viewing_time"":13499},{""page_index"":1,""viewing_time"":25836},{""page_index"":2,""viewing_time"":15799}]",27
