p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,,107803,,107804,,,instructions,"[{""page_index"":0,""viewing_time"":37148},{""page_index"":1,""viewing_time"":50381},{""page_index"":2,""viewing_time"":20272}]",0
,,,,,,,,,,,,,,164890,,164891,,,instructions,"[{""page_index"":0,""viewing_time"":58991},{""page_index"":1,""viewing_time"":86598},{""page_index"":2,""viewing_time"":19300}]",1
,,,,,,,,,,,,,,272989,,272996,,,instructions,"[{""page_index"":0,""viewing_time"":26362},{""page_index"":1,""viewing_time"":21170},{""page_index"":2,""viewing_time"":191223},{""page_index"":1,""viewing_time"":864},{""page_index"":0,""viewing_time"":14303},{""page_index"":1,""viewing_time"":11295},{""page_index"":2,""viewing_time"":7770}]",2
,,,,,,,,,,,,,,45767,,876263,,,instructions,"[{""page_index"":0,""viewing_time"":23085},{""page_index"":1,""viewing_time"":17805},{""page_index"":2,""viewing_time"":4876}]",2
,,,,,,,,,,,,,,42568,,42571,,,instructions,"[{""page_index"":0,""viewing_time"":27295},{""page_index"":1,""viewing_time"":10583},{""page_index"":2,""viewing_time"":4688}]",3
,,,,,,,,,,,,,,51245,,122929,,,instructions,"[{""page_index"":0,""viewing_time"":10132},{""page_index"":1,""viewing_time"":23511},{""page_index"":2,""viewing_time"":17600}]",3
,,,,,,,,,,,,,,217072,,217073,,,instructions,"[{""page_index"":0,""viewing_time"":106010},{""page_index"":1,""viewing_time"":82750},{""page_index"":2,""viewing_time"":28311}]",4
,,,,,,,,,,,,,,153350,,153350,,,instructions,"[{""page_index"":0,""viewing_time"":62767},{""page_index"":1,""viewing_time"":54396},{""page_index"":0,""viewing_time"":3502},{""page_index"":1,""viewing_time"":4396},{""page_index"":2,""viewing_time"":28288}]",5
,,,,,,,,,,,,,,174563,,174565,,,instructions,"[{""page_index"":0,""viewing_time"":71576},{""page_index"":1,""viewing_time"":39528},{""page_index"":2,""viewing_time"":63459}]",6
,,,,,,,,,,,,,,33210,,33211,,,instructions,"[{""page_index"":0,""viewing_time"":30171},{""page_index"":1,""viewing_time"":1789},{""page_index"":2,""viewing_time"":1248}]",7
,,,,,,,,,,,,,,14726,,74155,,,instructions,"[{""page_index"":0,""viewing_time"":9334},{""page_index"":1,""viewing_time"":2880},{""page_index"":2,""viewing_time"":2512}]",7
,,,,,,,,,,,,,,76764,,164043,,,instructions,"[{""page_index"":0,""viewing_time"":61547},{""page_index"":1,""viewing_time"":9027},{""page_index"":2,""viewing_time"":6190}]",7
,,,,,,,,,,,,,,51418,,238441,,,instructions,"[{""page_index"":0,""viewing_time"":19811},{""page_index"":1,""viewing_time"":13930},{""page_index"":2,""viewing_time"":17677}]",7
,,,,,,,,,,,,,,8308,,325116,,,instructions,"[{""page_index"":0,""viewing_time"":4117},{""page_index"":1,""viewing_time"":3174},{""page_index"":2,""viewing_time"":1016}]",7
,,,,,,,,,,,,,,14218,,363793,,,instructions,"[{""page_index"":0,""viewing_time"":8184},{""page_index"":1,""viewing_time"":4682},{""page_index"":2,""viewing_time"":1352}]",7
