theta_hat_idx,0,1,2,3,4,5,6,7
0,0.12572892010211945,0.13226979970932007,0.11591286212205887,0.1356019228696823,0.10706309974193573,0.1342380940914154,0.12254703044891357,0.12663820385932922
1,0.11659479886293411,0.13210895657539368,0.11193445324897766,0.14028096199035645,0.13271556794643402,0.12983226776123047,0.10756023228168488,0.12897276878356934
2,0.11076873540878296,0.14369624853134155,0.11177113652229309,0.136740043759346,0.12260568141937256,0.13071346282958984,0.11052951216697693,0.1331750750541687
3,0.08829062432050705,0.14874528348445892,0.09525719285011292,0.16343067586421967,0.14300906658172607,0.13708782196044922,0.07910702377557755,0.14507229626178741
4,0.09791157394647598,0.13323205709457397,0.1032772809267044,0.1660248190164566,0.07324714958667755,0.1668832004070282,0.13264621794223785,0.12677782773971558
5,0.13042734563350677,0.13234315812587738,0.11172781884670258,0.12909290194511414,0.12111745774745941,0.14347796142101288,0.1061130091547966,0.12570029497146606
6,0.1265360713005066,0.13704052567481995,0.11747808754444122,0.12719100713729858,0.1261768639087677,0.12476939707994461,0.12068566679954529,0.12012241035699844
7,0.09649285674095154,0.14029651880264282,0.08199609816074371,0.16109220683574677,0.11085696518421173,0.21071308851242065,0.07549627125263214,0.12305594235658646
