p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,key_press,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,32.0,,,,,,,,2686,,571395,,,text,,0
,,,,,,,32.0,,,,,,,,17541,,1012726,,,text,,3
,,,,,,,32.0,,,,,,,,6327,,758118,,,text,,4
,,,,,,,32.0,,,,,,,,7308,,899370,,,text,,5
,,,,,,,32.0,,,,,,,,5964,,648295,,,text,,8
,,,,,,,32.0,,,,,,,,5730,,676094,,,text,,10
,,,,,,,32.0,,,,,,,,6999,,976664,,,text,,12
