action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
,,,,32.0,,,,,1452,,,,141793,,,text,0
,,,,32.0,,,,,1457,,,,183234,,,text,0
,,,,32.0,,,,,1304,,,,277647,,,text,0
,,,,32.0,,,,,1502,,,,365014,,,text,0
,,,,32.0,,,,,669,,,,81078,,,text,1
,,,,32.0,,,,,600,,,,117735,,,text,1
,,,,32.0,,,,,684,,,,192164,,,text,1
,,,,32.0,,,,,738,,,,237581,,,text,1
