key_press,rt,time_elapsed,trial_type,pid
32.0,1386,153431,text,0
32.0,858,194834,text,0
32.0,716,232711,text,0
32.0,747,284797,text,0
32.0,1263,214424,text,1
32.0,2031,276961,text,1
32.0,1087,408288,text,1
32.0,1022,543225,text,1
32.0,768,53642,text,2
32.0,646,82241,text,2
32.0,800,134730,text,2
32.0,641,183370,text,2
32.0,1094,130173,text,3
32.0,750,166577,text,3
32.0,903,246693,text,3
32.0,855,307041,text,3
32.0,1284,85103,text,4
32.0,1058,116578,text,4
32.0,1203,194421,text,4
32.0,1104,276977,text,4
32.0,882,75305,text,5
37.0,188,101826,text,5
39.0,229,124339,text,5
37.0,270,143448,text,5
32.0,1277,156107,text,6
32.0,1029,205735,text,6
32.0,1205,343673,text,6
32.0,1186,506482,text,6
32.0,1084,98644,text,7
32.0,1054,132900,text,7
32.0,1199,200868,text,7
32.0,1029,244187,text,7
32.0,2155,161256,text,8
32.0,1580,215056,text,8
32.0,1342,325219,text,8
32.0,1349,396639,text,8
32.0,822,80246,text,9
32.0,1304,111192,text,9
32.0,790,138591,text,9
32.0,878,162847,text,9
32.0,42551,222642,text,10
32.0,1898,284671,text,10
32.0,1248,456279,text,10
32.0,1330,539855,text,10
32.0,1763,308328,text,11
32.0,1877,385214,text,11
32.0,1974,604657,text,11
32.0,2241,781111,text,11
32.0,1158,77878,text,12
32.0,1160,107903,text,12
32.0,1103,223335,text,12
32.0,951,300471,text,12
32.0,1082,104340,text,13
32.0,617,139685,text,13
32.0,625,205845,text,13
32.0,650,251773,text,13
32.0,1067,81335,text,14
32.0,533,107329,text,14
32.0,1133,162445,text,14
32.0,990,251139,text,14
32.0,846,76654,text,15
32.0,613,101809,text,15
32.0,2200,150437,text,15
32.0,500,177678,text,15
32.0,1074,152158,text,16
32.0,945,201482,text,16
32.0,693,301965,text,16
32.0,621,409134,text,16
32.0,1496,114421,text,17
32.0,1017,153527,text,17
32.0,1116,290817,text,17
32.0,969,342600,text,17
32.0,2013,338656,text,18
32.0,1638,411746,text,18
32.0,1558,577764,text,18
32.0,1751,669919,text,18
32.0,963,91717,text,19
32.0,829,125828,text,19
32.0,969,192307,text,19
32.0,942,235429,text,19
32.0,779,126180,text,20
32.0,1240,158833,text,20
32.0,873,241919,text,20
32.0,774,293504,text,20
32.0,802,113767,text,21
32.0,758,148787,text,21
32.0,790,244809,text,21
32.0,905,306347,text,21
32.0,23445,122967,text,22
32.0,1563,160629,text,22
32.0,807,256054,text,22
32.0,1367,322269,text,22
32.0,726,114790,text,23
37.0,74,156617,text,23
32.0,557,248924,text,23
32.0,540,329498,text,23
32.0,7520,128315,text,24
32.0,919,173825,text,24
32.0,1269,289544,text,24
32.0,702,431183,text,24
32.0,1949,146874,text,25
32.0,1339,198723,text,25
32.0,1513,383618,text,25
32.0,1376,483795,text,25
32.0,1318,125325,text,26
32.0,911,178043,text,26
32.0,1268,289850,text,26
32.0,906,363458,text,26
32.0,1158,142669,text,27
32.0,861,182186,text,27
32.0,924,337379,text,27
32.0,1007,467260,text,27
32.0,1220,202764,text,28
32.0,789,240259,text,28
32.0,1181,312604,text,28
32.0,1063,370260,text,28
32.0,1803,121937,text,29
32.0,1174,157889,text,29
32.0,1279,240211,text,29
32.0,1631,315561,text,29
32.0,927,125232,text,30
32.0,897,162598,text,30
32.0,1191,304295,text,30
32.0,1006,432674,text,30
32.0,1728,204877,text,31
32.0,1397,259261,text,31
32.0,1604,369899,text,31
32.0,1355,470561,text,31
32.0,711,95020,text,32
32.0,678,125847,text,32
32.0,631,147895,text,32
32.0,559,172998,text,32
32.0,1153,149883,text,33
32.0,923,258789,text,33
32.0,883,328918,text,33
32.0,1371,407196,text,33
32.0,1366,82110,text,34
32.0,641,110869,text,34
32.0,901,195330,text,34
32.0,833,259949,text,34
32.0,1878,139478,text,35
32.0,1415,178021,text,35
32.0,1335,277013,text,35
32.0,1151,334875,text,35
32.0,1399,120443,text,36
32.0,1286,164329,text,36
32.0,1422,252890,text,36
32.0,1401,336258,text,36
32.0,1299,113321,text,37
32.0,767,145540,text,37
32.0,1068,264009,text,37
32.0,938,315120,text,37
32.0,1590,147873,text,38
32.0,1284,197467,text,38
32.0,1540,268063,text,38
32.0,1123,329764,text,38
32.0,831,74190,text,39
32.0,874,108288,text,39
32.0,955,186206,text,39
32.0,2080,319014,text,39
32.0,1225,150369,text,40
32.0,1332,219063,text,40
32.0,1397,321695,text,40
32.0,1612,377671,text,40
32.0,1740,243743,text,41
32.0,1201,300764,text,41
32.0,1236,350185,text,41
32.0,3082,401510,text,41
32.0,1487,235132,text,42
32.0,930,282619,text,42
32.0,1211,454997,text,42
32.0,983,548116,text,42
32.0,668,100533,text,43
32.0,967,123645,text,43
32.0,1169,157447,text,43
32.0,694,178177,text,43
32.0,669,94672,text,44
32.0,715,121606,text,44
39.0,155,142280,text,44
32.0,583,163478,text,44
32.0,1506,143500,text,45
32.0,1223,179798,text,45
