action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_type,pid
"[10624, 11351, 11952]","[u'down', u'down', u'left']",train_inspector,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'12', u'6'], u'time': [6556, 8813, 8883]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 40]","[10613, 154, 56]",40.0,"[None, None, None]",,168608,19.0,mouselab-mdp,1
"[18411, 18998, 19543]","[u'left', u'left', u'up']",train_inspect_cost,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'8', u'15', u'16', u'4', u'5', u'10', u'9', u'13', u'7', u'14'], u'time': [9812, 11291, 11908, 12500, 13238, 14011, 14487, 15294, 16345, 16701, 17044]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -24, 24]","[18405, 67, 28]",-35.0,"[None, None, None]",,193349,20.0,mouselab-mdp,1
"[3341, 3915, 4519]","[u'up', u'up', u'left']",train_inspect_cost,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11'], u'time': [713, 1248]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[3332, 51, 51]",38.0,"[None, None, None]",,200442,21.0,mouselab-mdp,1
"[7276, 7896, 8490]","[u'down', u'down', u'right']",train_inspect_cost,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'12', u'11', u'8', u'15', u'16'], u'time': [1807, 2887, 3825, 4631, 5252, 6114]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, 8]","[7272, 35, 75]",50.0,"[None, None, None]",,211258,22.0,mouselab-mdp,1
"[6376, 6984, 8100]","[u'right', u'right', u'down']",train_inspect_cost,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'10'], u'time': [2414, 3125]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 24]","[6373, 79, 582]",22.0,"[None, None, None]",,222292,23.0,mouselab-mdp,1
"[8173, 8732, 9597]","[u'right', u'right', u'down']",train_inspect_cost,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'7', u'14', u'8', u'15', u'10', u'9'], u'time': [1127, 1740, 2184, 4405, 4732, 6624, 7321]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[8169, 43, 313]",1.0,"[None, None, None]",,234533,24.0,mouselab-mdp,1
"[18106, 18766, 19309]","[u'left', u'left', u'down']",train_final,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'14'], u'time': [16970, 17322]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[18100, 139, 21]",22.0,"[None, None, None]",,258671,25.0,mouselab-mdp,1
"[9586, 10459, 11009]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'15', u'16', u'12', u'11', u'13', u'14', u'9'], u'time': [991, 1992, 2568, 3741, 4111, 5146, 6992, 8519]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 8]","[9580, 370, 8]",0.0,"[None, None, None]",,272622,26.0,mouselab-mdp,1
"[5074, 5618, 6907]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'15', u'16', u'12', u'11'], u'time': [742, 1314, 2014, 3014, 3658, 4330]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[5066, 28, 744]",66.0,"[None, None, None]",,281825,27.0,mouselab-mdp,1
"[2858, 3707, 4280]","[u'left', u'left', u'down']",train_final,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14'], u'time': [1157, 1733]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 24]","[2855, 323, 53]",22.0,"[None, None, None]",,288465,28.0,mouselab-mdp,1
"[4232, 5278, 5804]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14', u'10', u'9'], u'time': [1610, 2315, 3051]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 24]","[4228, 515, 4]",69.0,"[None, None, None]",,297100,29.0,mouselab-mdp,1
"[15337, 15944, 16573]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'16', u'15', u'13', u'14', u'9', u'10'], u'time': [2900, 4440, 5469, 6451, 7311, 7980, 10212, 12537]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[15295, 74, 94]",16.0,"[None, None, None]",,371215,30.0,mouselab-mdp,1
"[6822, 7406, 7962]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11', u'15', u'16', u'9', u'10', u'13', u'14'], u'time': [993, 1700, 2444, 2996, 3945, 4539, 5517, 6106]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -40, 40]","[6814, 48, 14]",-16.0,"[None, None, None]",,382164,31.0,mouselab-mdp,1
"[7138, 7756, 8280]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14', u'15', u'16', u'9', u'10', u'12', u'11'], u'time': [1219, 1791, 2557, 3254, 4257, 4907, 5650, 6158]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[7134, 106, 7]",64.0,"[None, None, None]",,392977,32.0,mouselab-mdp,1
"[4367, 5083, 5664]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14'], u'time': [1236, 3022]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 40, 24]","[4361, 178, 64]",54.0,"[None, None, None]",,401238,33.0,mouselab-mdp,1
"[9544, 10078, 10636]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14', u'16', u'15', u'9', u'10'], u'time': [1458, 2188, 6070, 6737, 7821, 8466]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 40]","[9541, 5, 40]",34.0,"[None, None, None]",,414610,34.0,mouselab-mdp,1
"[2360, 3044, 3663]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13'], u'time': [1173]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 40]","[2355, 161, 84]",55.0,"[None, None, None]",,420468,35.0,mouselab-mdp,1
"[5834, 6415, 7018]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14', u'15', u'16', u'9', u'10'], u'time': [1181, 1913, 2562, 3255, 4051, 4748]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -8, 24]","[5830, 59, 73]",-14.0,"[None, None, None]",,430579,36.0,mouselab-mdp,1
"[3167, 3830, 4476]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14'], u'time': [1450, 2247]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -8, 24]","[3163, 131, 130]",-10.0,"[None, None, None]",,438284,37.0,mouselab-mdp,1
"[3874, 4495, 5099]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11'], u'time': [2015, 2689]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -24, 40]","[3869, 60, 76]",22.0,"[None, None, None]",,446042,38.0,mouselab-mdp,1
"[6247, 6932, 7561]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'13', u'14', u'9'], u'time': [1777, 3285, 5196]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -8, 24]","[6243, 149, 78]",5.0,"[None, None, None]",,455976,39.0,mouselab-mdp,1
