A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,initialized,0,,1579732087006
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,1,"[1024, 767]",1579732087007
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,849,"[1024, 767]",1579732087856
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,8931,"[931, 697]",1579732096787
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,240,"[819, 614]",1579732097027
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,95045,"[931, 697]",1579732192072
A1YFVXP4A1CXSF:30X31N5D64XCGTCCB5YYV6M6GYYSAY,window_resize,512,"[1024, 767]",1579732192584
AWNXYKVIXKW0B:3CCZ6YKWR8QX584W723U6BE0R3859G,initialized,0,,1579729357588
AWNXYKVIXKW0B:3CCZ6YKWR8QX584W723U6BE0R3859G,window_resize,0,"[1024, 767]",1579729357588
AWNXYKVIXKW0B:3CCZ6YKWR8QX584W723U6BE0R3859G,window_resize,316,"[1024, 767]",1579729357904
AWNXYKVIXKW0B:3CCZ6YKWR8QX584W723U6BE0R3859G,focus,257461,off,1579729615365
AWNXYKVIXKW0B:3CCZ6YKWR8QX584W723U6BE0R3859G,focus,8763,on,1579729624128
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,initialized,0,,1579733078083
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,window_resize,0,"[1366, 676]",1579733078083
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,window_resize,580,"[1366, 676]",1579733078663
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,33054,off,1579733111717
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,2,on,1579733111719
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,43211,off,1579733154930
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,1,on,1579733154931
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,17852,off,1579733172783
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,7198,on,1579733179981
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,8327,off,1579733188308
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,2164,on,1579733190472
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,4102,off,1579733194574
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,4038,on,1579733198612
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,4078,off,1579733202690
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,9875,on,1579733212565
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,5353,off,1579733217918
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,16729,on,1579733234647
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,4950,off,1579733239597
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,13758,on,1579733253355
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,11247,off,1579733264602
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,5620,on,1579733270222
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,11365,off,1579733281587
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,19270,on,1579733300857
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,5181,off,1579733306038
A2SSR40Q6S89AO:3B837J3LDP34FAYTDGKKQWBGG3PRSA,focus,1,on,1579733306039
