action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[8293, 9377, 10576]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__'], [0, 12, 4, -12, u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__'], [0, 12, 4, -12, 12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 4]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 1, 13, 9, 2, 14, 3, 4], u'time': [1709, 2277, 2870, 3337, 4146, 5051, 5935, 6466]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8293, 575, 674]",20.0,774063,14.0,,mouselab-mdp,,5
"[7819, 9015, 10349]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', 12, -4, u'__', u'__'], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', 12, -4, u'__', 12], [0, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__', 12, -4, -4, 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [5, 1, 13, 9, 14, 16, 15], u'time': [835, 1361, 1889, 2322, 3042, 3755, 4785]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7818, 696, 826]",13.0,822059,15.0,,mouselab-mdp,,5
"[8171, 8902, 10437]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, 20, u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, 20, u'__', u'__', 20, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, 20, u'__', u'__', 20, 4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -12, 20, u'__', u'__', 20, 4, -4, -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [1, 2, 5, 6, 7, 8], u'time': [960, 1294, 1802, 2408, 3169, 3772]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8171, 206, 1024]",14.0,869859,16.0,,mouselab-mdp,,5
"[4431, 9324, 18094]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 9], u'time': [1763, 2944]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4430, 903, 8252]",-22.0,174020,1.0,,mouselab-mdp,,6
"[4384, 7906, 16254]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', u'__', u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9], u'time': [2446]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4383, 1500, 7840]",19.0,223603,2.0,,mouselab-mdp,,6
"[10255, 11093, 11915]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, 4, 12, u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 1, 13, 6, 7], u'time': [1603, 2802, 3755, 4610, 7210, 9107]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10255, 324, 313]",14.0,271937,3.0,,mouselab-mdp,,6
"[13503, 14431, 15215]","[u'0', u'0', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, u'__', u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, -12, u'__', -4, u'__', u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, -12, u'__', -4, 4, u'__', u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, -12, u'__', -4, 4, -4, u'__', -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, -12, u'__', -4, 4, -4, -12, -20, u'__', u'__', u'__'], [0, -12, u'__', u'__', u'__', -4, -4, -12, u'__', -4, 4, -4, -12, -20, -12, u'__', u'__'], [0, -12, 12, u'__', u'__', -4, -4, -12, u'__', -4, 4, -4, -12, -20, -12, u'__', u'__'], [0, -12, 12, 4, u'__', -4, -4, -12, u'__', -4, 4, -4, -12, -20, -12, u'__', u'__'], [0, -12, 12, 4, -4, -4, -4, -12, u'__', -4, 4, -4, -12, -20, -12, u'__', u'__']]",,[],[],[],"[u'0', 1, 2, 3]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 7, 10, 11, 12, 14, 2, 3, 4], u'time': [906, 1898, 2850, 3597, 4677, 5642, 6682, 7538, 8629, 9587, 10466, 11274, 12140]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[13503, 406, 274]",-9.0,323617,4.0,,mouselab-mdp,,6
"[11172, 12025, 12815]","[u'3', u'3', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, 12, u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 4, 12, u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 4, 12, u'__', u'__'], [0, 4, 12, u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, u'__', u'__'], [0, 4, 12, u'__', -4, 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, u'__', u'__'], [0, 4, 12, u'__', -4, 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, -4, u'__'], [0, 4, 12, u'__', -4, 4, -4, u'__', u'__', -4, u'__', u'__', u'__', 4, 12, -4, 12]]",,[],[],[],"[u'0', 13, 14, 16]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 2, 14, 6, 4, 15, 16], u'time': [1095, 2103, 2838, 3588, 4841, 5794, 6647, 7960, 8839, 9695]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[11172, 341, 280]",18.0,372882,5.0,,mouselab-mdp,,6
"[7099, 8000, 9103]","[u'1', u'1', u'2']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, 4, u'__', 4, 4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 12, 4, 12, 4, 4, u'__', u'__', u'__', -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 7]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 9, 5, 1, 6, 8, 7], u'time': [928, 1863, 2535, 3223, 4319, 5020, 5751]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7099, 392, 597]",21.0,422840,6.0,,mouselab-mdp,,6
"[8498, 9375, 10459]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 20, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 20, 12, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 20, 12, -20, u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 20, 12, -20, -4, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [13, 1, 5, 9, 6, 7, 8], u'time': [918, 1655, 2932, 3855, 4613, 5205, 6073]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[8497, 368, 572]",21.0,487592,7.0,,mouselab-mdp,,6
"[7297, 8108, 8898]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, u'__', 4, -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, -20, u'__', u'__', u'__', 20, 12, -4, 4, -12, u'__', u'__', u'__', 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 8, 7], u'time': [1376, 2031, 2893, 3435, 4523, 5277, 6132]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7297, 295, 271]",29.0,541330,8.0,,mouselab-mdp,,6
"[7432, 8293, 8959]","[u'2', u'2', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, 12, u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, 12, 4, u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, 12, 4, 4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', 20, -4, 12, 4, 4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 11]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 10, 11, 12, 13, 1], u'time': [860, 1540, 2816, 3870, 4628, 5712, 6268]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7432, 344, 160]",21.0,588838,9.0,,mouselab-mdp,,6
"[18678, 19490, 20183]","[u'3', u'3', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, u'__', -12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, 4, -12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, 4, -12, 4, -4, u'__', u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, 4, -12, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, u'__', u'__', u'__'], [0, 12, -12, 4, -12, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, u'__', u'__'], [0, 12, -12, 4, -12, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, u'__', -12], [0, 12, -12, 4, -12, 4, -4, 4, u'__', -12, u'__', u'__', u'__', 4, 4, 12, -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, u'__', u'__', u'__', 4, 4, 12, -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, -4, u'__', u'__', 4, 4, 12, -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, -4, -4, u'__', 4, 4, 12, -12], [0, 12, -12, 4, -12, 4, -4, 4, -12, -12, -4, -4, 12, 4, 4, 12, -12]]",,[],[],[],"[u'0', 13, 14, 15]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 1, 13, 2, 4, 3, 6, 7, 14, 16, 15, 8, 10, 11, 12], u'time': [1487, 2135, 2935, 3685, 4548, 5190, 6135, 7383, 8254, 9359, 9975, 10671, 11487, 14303, 15071, 15687]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18678, 291, 184]",4.0,636627,10.0,,mouselab-mdp,,6
"[9222, 9935, 10544]","[u'2', u'2', u'1']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, 12, u'__', u'__', -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, 12, u'__', 4, -12, u'__', u'__', u'__'], [0, -4, u'__', u'__', u'__', 4, u'__', u'__', u'__', 4, 12, -4, 4, -12, u'__', u'__', u'__']]",,[],[],[],"[u'0', 9, 10, 12]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 1, 13, 10, 12, 11], u'time': [2670, 3612, 4362, 5009, 5956, 6605, 7593]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9222, 193, 103]",13.0,685919,11.0,,mouselab-mdp,,6
"[7378, 8112, 8861]","[u'0', u'0', u'3']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, u'__', u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, u'__', u'__'], [0, 12, u'__', u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, u'__'], [0, 12, 4, u'__', u'__', 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, u'__'], [0, 12, 4, u'__', 12, 4, u'__', u'__', u'__', -12, u'__', u'__', u'__', 12, 4, -4, u'__']]",,[],[],[],"[u'0', 1, 2, 4]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 5, 1, 13, 14, 15, 2, 4], u'time': [1067, 1844, 2603, 3339, 4228, 4915, 5755, 6211]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7378, 216, 234]",20.0,733471,12.0,,mouselab-mdp,,6
"[7576, 8309, 8918]","[u'1', u'1', u'0']","[[0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', u'__', u'__', u'__', u'__'], [0, u'__', u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', u'__', u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, u'__', u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', u'__', -4, u'__', u'__', u'__', -4, u'__', u'__', u'__'], [0, 4, u'__', u'__', u'__', 4, -4, u'__', 20, -4, u'__', u'__', u'__', -4, u'__', u'__', u'__']]",,[],[],[],"[u'0', 5, 6, 8]",[],[],"{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [9, 13, 1, 5, 6, 8], u'time': [1798, 2558, 3222, 3870, 4628, 5163]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[7576, 218, 96]",14.0,782558,13.0,,mouselab-mdp,,6
